id,submitdate,lastpage,startlanguage,FYllatus,FYllatus[other],FKurbus,FKurbus[other],FHirm,FHirm[other],FViha,FViha[other],FVastikus,FVastikus[other],FRoom,FRoom[other],R1Kurb,R1Kurb[other],R1Hirm,R1Hirm[other],R2Yllatunud,R2Yllatunud[other],R2Onnelik,R2Onnelik[other],R1Kuri,R1Kuri[other],R1Neutraalne,R1Neutraalne[other],R2Keskendunud,R2Keskendunud[other],R2Keskendunud2,R2Keskendunud2[other],R2Kurb,R2Kurb[other],R2Neutraalne,R2Neutraalne[other],R2Segaduses,R2Segaduses[other],R2Yllatunud2,R2Yllatunud2[other],R3Roomus,R3Roomus[other],R3Kurb,R3Kurb[other],R3Yllatunud,R3Yllatunud[other],R3Segaduses,R3Segaduses[other],K2,K2[other],R4Roomus,R4Roomus[other],R4Kuri,R4Kuri[other],R4Neutraalne,R4Neutraalne[other],YStopping,YStopping[other],Y2Stop,Y2Stop[other],Y4AnnabTeed,Y4AnnabTeed[other],Y6Soidab,Y6Soidab[other],YGoAhead,YGoAhead[other],YAnnabTeedPeatunud,YAnnabTeedPeatunud[other],Y5HakkabSoitma,Y5HakkabSoitma[other],Y3Yletee,Y3Yletee[other],Sugu,Vanus,Igap2evaneSuhtlus,Email,Valimised
171,01-01-80 00:00,3,et,üllatunud,,muu,Tüdinud,segadustunne,,vastikus,,vastikus,,rõõm,,kurbus,,vastikus,,üllatunud,,vastikus,,viha,,segadustunne,,neutraalne,,vastikus,,kurbus,,neutraalne,,kurbus,,neutraalne,,üllatunud,,kurbus,,viha,,segadustunne,,kurbus,,rõõm,,viha,,hirm,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,24,Jah,Jah,kasutasin e-valimiste võimalust
172,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,viha,,viha,,segadustunne,,neutraalne,,keskendunud,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,Naine,24,Jah,Jah,käisin valimisjaoskonnas
173,01-01-80 00:00,3,et,üllatunud,,kurbus,,üllatunud,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,üllatunud,,viha,,viha,,segadustunne,,neutraalne,,muu,Väsimus,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,segadustunne,,segadustunne,,kurbus,,rõõm,,vastikus,,ei oska öelda,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,Naine,21,Jah,Jah,kasutasin e-valimiste võimalust
176,01-01-80 00:00,3,et,üllatunud,,kurbus,,segadustunne,,viha,,vastikus,,rõõm,,kurbus,,hirm,,üllatunud,,segadustunne,,viha,,segadustunne,,neutraalne,,neutraalne,,kurbus,,keskendunud,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,vastikus,,keskendunud,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,20,Jah,Jah,kasutasin e-valimiste võimalust
177,01-01-80 00:00,3,et,üllatunud,,kurbus,,segadustunne,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,neutraalne,,keskendunud,,viha,,üllatunud,,neutraalne,,kurbus,,kurbus,,keskendunud,,segadustunne,,keskendunud,,rõõm,,kurbus,,segadustunne,,segadustunne,,kurbus,,rõõm,,segadustunne,,keskendunud,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,30,Jah,Jah,kasutasin e-valimiste võimalust
178,01-01-80 00:00,3,et,üllatunud,,kurbus,,segadustunne,,viha,,vastikus,,rõõm,,muu,Tüdimus,rõõm,,üllatunud,,segadustunne,,viha,,segadustunne,,neutraalne,,kurbus,,vastikus,,üllatunud,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,viha,,üllatunud,,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,28,Jah,Jah,kasutasin e-valimiste võimalust
182,01-01-80 00:00,3,et,üllatunud,,kurbus,,segadustunne,,viha,,vastikus,,rõõm,,kurbus,,viha,,üllatunud,,vastikus,,viha,,segadustunne,,neutraalne,,hirm,,kurbus,,keskendunud,,vastikus,,keskendunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,viha,,neutraalne,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tablool kujutatu viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,20,Jah,Jah,kasutasin e-valimiste võimalust
183,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,neutraalne,,viha,,ei oska öelda,,neutraalne,,kurbus,,kurbus,,neutraalne,,kurbus,,üllatunud,,rõõm,,kurbus,,segadustunne,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,segadustunne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,27,Jah,Jah,kasutasin e-valimiste võimalust
185,01-01-80 00:00,3,et,segadustunne,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,hirm,,neutraalne,,rõõm,,viha,,segadustunne,,neutraalne,,kurbus,,segadustunne,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,keskendunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,keskendunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,26,Jah,Jah,kasutasin e-valimiste võimalust
186,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,muu,Kaastunne,neutraalne,,viha,,viha,,segadustunne,,viha,,kurbus,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,segadustunne,,segadustunne,,kurbus,,rõõm,,segadustunne,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,20,Jah,Jah,käisin valimisjaoskonnas
187,01-01-80 00:00,3,et,segadustunne,,muu,kahjutunne,üllatunud,,viha,,vastikus,,rõõm,,kurbus,,segadustunne,,üllatunud,,ei oska öelda,,viha,,segadustunne,,neutraalne,,ei oska öelda,,kurbus,,neutraalne,,segadustunne,,hirm,,rõõm,,kurbus,,hirm,,segadustunne,,kurbus,,ei oska öelda,,muu,lollitamine,ei oska öelda,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,muu,nagu alarmsõidukil vilkumine,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,23,Jah,Jah,kasutasin e-valimiste võimalust
191,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,rõõm,,keskendunud,,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,keskendunud,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,31,Jah,Jah,ma pole kunagi valimas käinud
192,01-01-80 00:00,3,et,üllatunud,,muu,väsimus,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,rõõm,,keskendunud,,viha,,segadustunne,,neutraalne,,muu,väsimus,kurbus,,neutraalne,,ei oska öelda,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,üllatunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et projektsioon võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,Naine,26,Jah,Jah,käisin valimisjaoskonnas
193,01-01-80 00:00,3,et,üllatunud,,muu,tüdimus,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,keskendunud,,viha,,segadustunne,,viha,,kurbus,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,ei oska öelda,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,33,Jah,Jah,kasutasin e-valimiste võimalust
194,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,keskendunud,,viha,,segadustunne,,neutraalne,,keskendunud,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,üllatunud,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,26,Jah,Jah,ma pole kunagi valimas käinud
195,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,neutraalne,,muu,kahtlustav,viha,,segadustunne,,neutraalne,,kurbus,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,segadustunne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,29,Jah,Jah,kasutasin e-valimiste võimalust
196,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,hirm,,üllatunud,,vastikus,,viha,,segadustunne,,keskendunud,,kurbus,,kurbus,,neutraalne,,segadustunne,,ei oska öelda,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,viha,,neutraalne,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,19,Jah,Jah,kasutasin e-valimiste võimalust
197,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,üllatunud,,üllatunud,,segadustunne,,viha,,segadustunne,,keskendunud,,kurbus,,kurbus,,üllatunud,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,üllatunud,,"Tablool kujutatu viitab, et sõiduk peatub.",,"Projektsioon viitab, et sõiduk peatub.",,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,19,Jah,Jah,kasutasin e-valimiste võimalust
198,01-01-80 00:00,3,et,üllatunud,,segadustunne,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,hirm,,viha,,hirm,,segadustunne,,neutraalne,,kurbus,,kurbus,,üllatunud,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,23,Jah,Jah,kasutasin e-valimiste võimalust
199,01-01-80 00:00,3,et,üllatunud,,segadustunne,,hirm,,viha,,vastikus,,rõõm,,kurbus,,segadustunne,,üllatunud,,segadustunne,,viha,,segadustunne,,neutraalne,,muu,tüdimus,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,ei oska öelda,,üllatunud,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,29,Jah,Jah,kasutasin e-valimiste võimalust
200,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,viha,,keskendunud,,segadustunne,,üllatunud,,muu,väsinud,kurbus,,neutraalne,,segadustunne,,viha,,rõõm,,kurbus,,üllatunud,,segadustunne,,vastikus,,segadustunne,,muu,piinlikus,segadustunne,,"Tablool kujutatu viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Projektsioon viitab, et sõiduk peatub.",,muu,"Tablool kujutatu viitab, et sõiduk ütleb et ta on ohtlik ning peab jätkama peatumata.","Tablool kujutatu viitab, et sõiduk peatub.",,muu,Sõiduk ütleg teistele sõidukitele mööduge minust paremalt,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,muu,"Sõidukil on mingi probleem, ja ta hoiatab, et ta on ohtlik.","Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,40,Ei,Jah,kasutasin e-valimiste võimalust
201,01-01-80 00:00,3,et,üllatunud,,kurbus,,hirm,,viha,,vastikus,,rõõm,,rõõm,,kurbus,,neutraalne,,rõõm,,viha,,segadustunne,,neutraalne,,keskendunud,,kurbus,,neutraalne,,segadustunne,,neutraalne,,rõõm,,kurbus,,hirm,,segadustunne,,kurbus,,rõõm,,segadustunne,,neutraalne,,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Mees,22,Jah,Jah,kasutasin e-valimiste võimalust
202,01-01-80 00:00,3,et,üllatunud,,muu,Tüdimus,muu,Šokk,keskendunud,,vastikus,,rõõm,,kurbus,,ei oska öelda,,üllatunud,,muu,Kahtlus,viha,,muu,Küsitav  olek,hirm,,muu,"Väsimus, tüdimus",kurbus,,hirm,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,ei oska öelda,,segadustunne,,üllatunud,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk ei muuda oma tegutsemist ning jätkab oma sõitu samamoodi.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Tablool kujutatu viitab, et sõiduk alustab kohe liikumist.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,23,Jah,Jah,kasutasin e-valimiste võimalust
204,01-01-80 00:00,3,et,vastikus,,kurbus,,hirm,,viha,,vastikus,,rõõm,,kurbus,,rõõm,,üllatunud,,muu,kuri/kurjus,viha,,segadustunne,,neutraalne,,muu,väsimus/pettumus,kurbus,,neutraalne,,segadustunne,,üllatunud,,rõõm,,kurbus,,üllatunud,,segadustunne,,kurbus,,rõõm,,segadustunne,,ei oska öelda,,"Arvan, et tablool kujutatu võib olla informatsioon jalakäijale, aga ma ei mõista selle tähendust.",,"Projektsioon viitab, et sõiduk peatub.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tablool kujutatu viitab, et sõiduk annab mulle teed.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Tegu on dekoratiivse elemendiga, mis ei oma minu kui jalakäija jaoks mingit tähendust.",,"Projektsioon viitab, et sõiduk annab mulle teed.",,Naine,19,Jah,Jah,käisin valimisjaoskonnas
